NM_001077264.1,5.005965980088396E-4
NM_001102405.1,4.5643084314438316E-4
NM_030153.1,9.29533895734086E-4
NM_177047.1,9.344840482874743E-5
NM_001122734.6,0.0016639345229086538
NM_001102660.1,0.0012933842217561452
NM_133837.1,0.003751026174086889
NM_134246.1,0.0019931734187644905
NM_008095.1,8.148279305916999E-4
NM_010515.1,0.0023972488393060047
NM_001163608.1,5.71921200819904E-4
NM_011919.1,1.3724041913930354E-4
NM_001136091.1,7.691639707016671E-5
NM_008387.1,5.2135601899483096E-5
NM_001201389.1,1.2620686572171382E-4
NM_177570.1,0.0018157178355036109
NM_172448.1,7.74176353933344E-4
NM_009123.1,5.752659038199642E-4
NM_175498.1,0.0014090863302615528
NM_001099919.4,0.001928174967113647
NM_001184710.1,0.001881140097719326
NM_029010.1,3.303300610159555E-5
NM_011303.1,0.0016164498831123964
NM_008225.1,4.087532638944926E-4
NM_001166743.1,0.0016904967573002291
NM_016872.1,0.0013132919840822984
NM_022656.1,3.610874409903144E-4
NM_019565.1,0.0018497056758608934
NM_181547.1,0.0011504900745196041
NM_001004157.1,1.72436379119012E-4
NM_001164578.1,0.001069419389088729
NM_029416.1,9.82026615815737E-5
NM_146069.1,0.002504014028338527
NM_001169131.1,5.569866486616962E-4
NM_027236.1,0.0014037316515905249
NM_001167165.1,0.0011682922963833476
NM_001013764.1,6.680005397662468E-4
NM_001037539.1,0.0013533667213417896
NM_015826.1,7.788075430691152E-4
NM_020586.1,3.908711527818127E-5
NM_009632.1,0.003356559244296879
NM_001160356.1,0.0014496482315646915
NM_009954.1,4.016139950859625E-4
NM_001195632.1,6.083137159517521E-4
NM_053159.1,4.479251441154787E-4
NM_028621.1,0.001541573612528411
NM_025394.1,0.0016731116811628376
NM_170758.1,7.982117230381173E-5
NM_027432.1,0.0012399154231655918
NM_007914.1,9.205114202273018E-4
NM_001195540.1,5.263334598060909E-4
NM_144521.1,0.001641242981402047
NM_001164581.1,0.0013433785382374022
NM_023603.1,5.418339733788854E-4
NM_008811.1,0.0026998972338256057
NM_011166.1,2.4822390583731634E-4
NM_175329.1,0.0022019401601000564
NM_008035.1,2.6263123604678643E-4
NM_001167146.1,4.151706253506059E-4
NM_001198565.1,8.677213406234858E-4
NM_001102563.1,0.0032581670919573998
NM_130888.1,0.0036032019003936497
NM_009051.2,0.0010593944606238311
NM_001081424.1,7.774370743987218E-4
NM_016964.1,1.8238881085664657E-4
NM_009545.1,6.892673604182066E-4
NM_001193666.5,0.003989390230856518
NM_008492.1,2.47537222446124E-4
NM_173022.1,0.001625750368227136
NM_008696.1,0.0013312567668823444
NM_008197.1,4.7670365352231307E-4
NM_026872.1,2.1522706583695562E-4
NM_027438.1,1.8281562345394016E-5
NM_009136.1,4.170237984409693E-4
NM_145362.1,4.744489401655102E-4
NM_001177526.1,1.1114742793137694E-4
NM_011245.1,0.0020630555968062323
NM_145554.1,0.0015179427473030773
NM_023511.1,0.001044819365932866
