NM_001145922.1,0.01713873975376432
NM_001039347.1,0.0016623358360264603
NM_019725.1,0.06113047820649512
NM_146493.1,0.005040821437684584
NM_013595.1,7.176179909168494E-4
NM_001122953.1,0.016310437558618565
NM_178612.1,0.036047789324144514
NM_133933.1,0.059951496890483166
NM_172379.1,0.049662927633201355
NM_177224.1,0.012582224058384382
NM_021363.1,0.006852978295516668
NM_199156.1,0.005641318648293799
NM_010324.1,0.009146346278134978
NM_183355.1,0.02282282431133595
NM_172406.1,0.013696490265272176
NM_026714.1,0.0051010292469089655
NM_146249.1,0.01100439728634249
NM_009448.1,0.008289668093370053
NM_011932.1,0.004409183044889704
NM_011607.1,0.033602808262329975
NM_011851.1,0.005674292687292948
NM_001113559.1,0.0033288132382378157
NM_177670.1,0.02961717722477695
NM_023547.1,0.01541074299522406
NM_001008795.1,0.001562703064906887
NM_001199785.1,0.01189797605132835
NM_147009.1,0.011311394156805708
NM_198109.1,0.03806065687569587
NM_027584.1,0.003362949867458348
NM_028072.1,0.03917204674084126
NM_153117.1,0.04454650976326948
NM_080442.1,0.04392939422121892
NM_026143.1,0.029562310874622962
NM_007644.1,0.024924411671927448
NM_001104530.1,0.03471131232845925
NM_145443.1,0.009259902628142
NM_178387.1,0.005766368261640252
NM_021467.1,0.018236576843961825
NM_016670.1,0.09134542339847325
NM_001159641.1,0.011956374414827355
NM_001024712.1,0.0013264059798478163
NM_008791.1,0.021354188879220422
NM_011374.1,0.0366837790199733
NM_177178.1,0.0032440381040656084
NM_144842.1,0.013231740497447799
NM_001161848.1,0.030897988683204407
NM_013859.1,0.002835391027021926
NM_025680.1,0.002242704943419267
NM_030256.1,0.030001319129046706
NM_001001327.1,0.0037331940055279327
