NM_172053.1,0.02697264530552864
NM_029946.1,0.03051791924190216
NM_001163664.1,0.1039286364930858
NM_001025258.1,0.008777248471347948
NM_001164086.1,0.028688619590998932
NM_019661.1,0.011368392641862634
NM_175241.1,0.01573267554217299
NM_146334.1,0.03511610233996159
NM_177730.1,0.02369248368676792
NM_152229.1,0.09779076113973344
NM_001114529.1,0.1954746648013394
NM_027280.1,0.019675605475307844
NM_001081169.1,0.11879423254791546
NM_023059.1,0.08128276973762502
NM_011458.1,0.016554830580577728
NM_026256.1,0.13805816539033763
NM_001164565.1,0.008030231832228058
NM_025879.1,0.007393936592753356
NM_028454.1,0.01205155436879864
NM_001039483.1,0.02009852421975453
